Day,Total_Cases,Cases_Variant1,Cases_Variant2
127,6.5198690210213215,1.203859994828203,5.316009026193119
128,8.101225345467821,1.203859994828203,6.897365350639618
129,10.091057225422048,1.203859994828203,8.887197230593845
130,12.575692960217792,1.203859994828203,11.371832965389588
131,15.654270730653224,1.203859994828203,14.45041073582502
132,19.43920470171808,1.203859994828203,18.235344706889876
133,24.056260622468503,1.203859994828203,22.8524006276403
134,29.644132086653094,1.203859994828203,28.44027209182489
135,36.35340689355414,1.203859994828203,35.14954689872594
136,44.344817619326484,1.203859994828203,43.140957624498284
137,53.78668288805258,1.203859994828203,52.58282289322438
138,64.85146696941035,1.203859994828203,63.647606974582146
139,77.71141586085909,1.203859994828203,76.50755586603088
140,92.53326800257777,1.203859994828203,91.32940800774956
141,109.47208658411837,1.203859994828203,108.26822658929017
142,128.66431658620047,1.203859994828203,127.46045659137226
143,150.2202309529889,1.203859994828203,149.0163709581607
144,174.21599345873804,1.203859994828203,173.01213346390983
145,200.6856270166652,1.203859994828203,199.481767021837
146,229.61323090548345,1.203859994828203,228.40937091065524
147,260.92583388150797,1.203859994828203,259.7219738866798
148,294.48729765376726,1.203859994828203,293.2834376589391
149,330.09369240057816,1.203859994828203,328.88983240575
150,367.47054941211957,1.203859994828203,366.2666894172914
151,406.27235331330866,1.203859994828203,405.0684933184805
152,446.0845670133951,1.203859994828203,444.8807070185669
153,486.42838776493494,1.203859994828203,485.22452777010676
154,526.768315714243,1.203859994828203,525.5644557194148
155,566.5224822810012,1.203859994828203,565.318622286173
156,605.0755415860341,1.203859994828203,603.8716815912059
157,641.7937823282747,1.203859994828203,640.5899223334465
158,676.0419792462159,1.203859994828203,674.8381192513876
159,707.2013820625046,1.203859994828203,705.9975220676764
160,734.6881445804514,1.203859994828203,733.4842845856232
161,757.9714351202406,1.203859994828203,756.7675751254123
162,776.5904475759036,1.203859994828203,775.3865875810753
163,790.1695533899613,1.203859994828203,788.965693395133
164,798.4308991711235,1.203859994828203,797.2270391762953
165,801.2038599948282,1.203859994828203,800.0
166,798.4308991711235,1.203859994828203,797.2270391762953
167,790.1695533899613,1.203859994828203,788.965693395133
168,776.5904475759036,1.203859994828203,775.3865875810753
169,757.9714351202406,1.203859994828203,756.7675751254123
170,734.6881445804514,1.203859994828203,733.4842845856232
171,707.2013820625046,1.203859994828203,705.9975220676764
172,676.0419792462159,1.203859994828203,674.8381192513876
173,641.7937823282747,1.203859994828203,640.5899223334465
174,605.0755415860341,1.203859994828203,603.8716815912059
175,566.5224822810012,1.203859994828203,565.318622286173
176,526.768315714243,1.203859994828203,525.5644557194148
177,486.42838776493494,1.203859994828203,485.22452777010676
178,446.0845670133951,1.203859994828203,444.8807070185669
179,406.27235331330866,1.203859994828203,405.0684933184805
180,367.47054941211957,1.203859994828203,366.2666894172914
181,330.09369240057816,1.203859994828203,328.88983240575
182,294.48729765376726,1.203859994828203,293.2834376589391
183,260.92583388150797,1.203859994828203,259.7219738866798
184,229.61323090548345,1.203859994828203,228.40937091065524
185,200.6856270166652,1.203859994828203,199.481767021837
186,174.21599345873804,1.203859994828203,173.01213346390983
187,150.2202309529889,1.203859994828203,149.0163709581607
188,128.66431658620047,1.203859994828203,127.46045659137226
189,109.47208658411837,1.203859994828203,108.26822658929017
190,92.53326800257777,1.203859994828203,91.32940800774956
191,77.71141586085909,1.203859994828203,76.50755586603088
192,64.85146696941035,1.203859994828203,63.647606974582146
193,53.78668288805258,1.203859994828203,52.58282289322438
194,44.344817619326484,1.203859994828203,43.140957624498284
195,36.35340689355414,1.203859994828203,35.14954689872594
196,29.644132086653094,1.203859994828203,28.44027209182489
197,24.056260622468503,1.203859994828203,22.8524006276403
198,19.43920470171808,1.203859994828203,18.235344706889876
199,15.654270730653224,1.203859994828203,14.45041073582502
