Day,Total_Cases,Cases_Variant1,Cases_Variant2
111,0.4044779051689902,0.0061135679663714025,0.39836433720261877
112,0.5915555030707497,0.0061135679663714025,0.5854419351043783
113,0.8579265573007078,0.0061135679663714025,0.8518129893343364
114,1.2331621114259417,0.0061135679663714025,1.2270485434595704
115,1.7561064625126794,0.0061135679663714025,1.7499928945463081
116,2.477085894555786,0.0061135679663714025,2.470972326589415
117,3.4603855740728338,0.0061135679663714025,3.4542720061064625
118,4.786931883971126,0.0061135679663714025,4.780818316004754
119,6.5570743794656385,0.0061135679663714025,6.550960811499267
120,8.893310798560217,0.0061135679663714025,8.887197230593845
121,11.942742423220645,0.0061135679663714025,11.936628855254273
122,15.878989363462601,0.0061135679663714025,15.87287579549623
123,20.903241451100957,0.0061135679663714025,20.897127883134587
124,27.244077355645846,0.0061135679663714025,27.237963787679476
125,35.15566046669231,0.0061135679663714025,35.14954689872594
126,44.91392383527335,0.0061135679663714025,44.90781026730698
127,56.81039655967596,0.0061135679663714025,56.804282991709584
128,71.14340753547545,0.0061135679663714025,71.13729396750908
129,88.20653381155454,0.0061135679663714025,88.20042024358817
130,108.27434015725653,0.0061135679663714025,108.26822658929017
131,131.5856788296903,0.0061135679663714025,131.57956526172393
132,158.32507283485808,0.0061135679663714025,158.3189592668917
133,188.60297481265718,0.0061135679663714025,188.5968612446908
134,222.43595393052166,0.0061135679663714025,222.4298403625553
135,259.7280874546462,0.0061135679663714025,259.7219738866798
136,300.25499264908603,0.0061135679663714025,300.24887908111964
137,343.6520001365577,0.0061135679663714025,343.6458865685913
138,389.40791833594375,0.0061135679663714025,389.40180476797735
139,436.86565487973394,0.0061135679663714025,436.85954131176754
140,485.23064133807316,0.0061135679663714025,485.22452777010676
141,533.5875622547459,0.0061135679663714025,533.5814486867795
142,580.9253432269192,0.0061135679663714025,580.9192296589528
143,626.1697441614609,0.0061135679663714025,626.1636305934945
144,668.2222826969839,0.0061135679663714025,668.2161691290175
145,706.0036356356428,0.0061135679663714025,705.9975220676764
146,738.499190677275,0.0061135679663714025,738.4930771093086
147,764.8040990344464,0.0061135679663714025,764.79798546648
148,784.1650522133706,0.0061135679663714025,784.1589386454042
149,796.0160969221123,0.0061135679663714025,796.0099833541459
150,800.0061135679664,0.0061135679663714025,800.0
151,796.0160969221123,0.0061135679663714025,796.0099833541459
152,784.1650522133706,0.0061135679663714025,784.1589386454042
153,764.8040990344464,0.0061135679663714025,764.79798546648
154,738.499190677275,0.0061135679663714025,738.4930771093086
155,706.0036356356428,0.0061135679663714025,705.9975220676764
156,668.2222826969839,0.0061135679663714025,668.2161691290175
157,626.1697441614609,0.0061135679663714025,626.1636305934945
158,580.9253432269192,0.0061135679663714025,580.9192296589528
159,533.5875622547459,0.0061135679663714025,533.5814486867795
160,485.23064133807316,0.0061135679663714025,485.22452777010676
161,436.86565487973394,0.0061135679663714025,436.85954131176754
162,389.40791833594375,0.0061135679663714025,389.40180476797735
163,343.6520001365577,0.0061135679663714025,343.6458865685913
164,300.25499264908603,0.0061135679663714025,300.24887908111964
165,259.7280874546462,0.0061135679663714025,259.7219738866798
166,222.43595393052166,0.0061135679663714025,222.4298403625553
167,188.60297481265718,0.0061135679663714025,188.5968612446908
168,158.32507283485808,0.0061135679663714025,158.3189592668917
169,131.5856788296903,0.0061135679663714025,131.57956526172393
170,108.27434015725653,0.0061135679663714025,108.26822658929017
171,88.20653381155454,0.0061135679663714025,88.20042024358817
172,71.14340753547545,0.0061135679663714025,71.13729396750908
173,56.81039655967596,0.0061135679663714025,56.804282991709584
174,44.91392383527335,0.0061135679663714025,44.90781026730698
175,35.15566046669231,0.0061135679663714025,35.14954689872594
176,27.244077355645846,0.0061135679663714025,27.237963787679476
177,20.903241451100957,0.0061135679663714025,20.897127883134587
178,15.878989363462601,0.0061135679663714025,15.87287579549623
179,11.942742423220645,0.0061135679663714025,11.936628855254273
180,8.893310798560217,0.0061135679663714025,8.887197230593845
181,6.5570743794656385,0.0061135679663714025,6.550960811499267
182,4.786931883971126,0.0061135679663714025,4.780818316004754
183,3.4603855740728338,0.0061135679663714025,3.4542720061064625
184,2.477085894555786,0.0061135679663714025,2.470972326589415
185,1.7561064625126794,0.0061135679663714025,1.7499928945463081
186,1.2331621114259417,0.0061135679663714025,1.2270485434595704
187,0.8579265573007078,0.0061135679663714025,0.8518129893343364
188,0.5915555030707497,0.0061135679663714025,0.5854419351043783
189,0.4044779051689902,0.0061135679663714025,0.39836433720261877
190,0.2744836702883809,0.0061135679663714025,0.2683701023220095
191,0.18511020294286787,0.0061135679663714025,0.17899663497649645
192,0.12431225615199831,0.0061135679663714025,0.11819868818562691
193,0.0833882989441186,0.0061135679663714025,0.0772747309777472
194,0.05613077098622761,0.0061135679663714025,0.05001720301985621
195,0.038165805880732255,0.0061135679663714025,0.032052237914360855
196,0.0264490451793308,0.0061135679663714025,0.020335477212959398
197,0.0188869950846152,0.0061135679663714025,0.012773427118243797
198,0.014057171411052269,0.0061135679663714025,0.007943603444680866
199,0.011004422339468524,0.0061135679663714025,0.004890854373097122
