Day,Total_Cases,Cases_Distribution1,Cases_Distribution2
51,99.50124791926824,99.50124791926824,0.0
52,98.01986733067552,98.01986733067552,0.0
53,95.59974818331,95.59974818331,0.0
54,92.31163463866358,92.31163463866358,0.0
55,88.24969025845955,88.24969025845955,0.0
56,83.5270211411272,83.5270211411272,0.0
57,78.27045382418682,78.27045382418682,0.0
58,72.6149037073691,72.6149037073691,0.0
59,66.69768108584744,66.69768108584744,0.0
60,60.653065971263345,60.653065971263345,0.0
61,54.60744266397094,54.60744266397094,0.0
62,48.67522559599717,48.67522559599717,0.0
63,42.955735821073915,42.955735821073915,0.0
64,37.531109885139955,37.531109885139955,0.0
65,32.465246735834974,32.465246735834974,0.0
66,27.803730045319412,27.803730045319412,0.0
67,23.57460765558635,23.57460765558635,0.0
68,19.789869908361464,19.789869908361464,0.0
69,16.44744565771549,16.44744565771549,0.0
70,13.53352832366127,13.53352832366127,0.0
71,11.025052530448521,11.025052530448521,0.0
72,8.892161745938635,8.892161745938635,0.0
73,7.100535373963698,7.100535373963698,0.0
74,5.613476283413372,5.613476283413372,0.0
75,4.393693362340742,4.393693362340742,0.0
76,3.4047454734599345,3.4047454734599345,0.0
77,2.6121409853918234,2.6121409853918234,0.0
78,1.9841094744370287,1.9841094744370287,0.0
79,1.4920786069067842,1.4920786069067842,0.0
80,1.1108996538242306,1.1108996538242306,0.0
81,0.8188701014374083,0.8188701014374083,0.0
82,0.5976022895005942,0.5976022895005942,0.0
83,0.4317840007633078,0.4317840007633078,0.0
84,0.30887154082367685,0.30887154082367685,0.0
85,0.21874911181828852,0.21874911181828852,0.0
86,0.1533810679324463,0.1533810679324463,0.0
87,0.10647662366679204,0.10647662366679204,0.0
88,0.07318024188804728,0.07318024188804728,0.0
89,0.049795542150327346,0.049795542150327346,0.0
90,0.033546262790251184,0.033546262790251184,0.0
91,0.022374579372062057,0.022374579372062057,0.0
92,0.014774836023203364,0.014774836023203364,0.0
93,0.0096593413722184,0.0096593413722184,0.0
94,0.006252150377482026,0.006252150377482026,0.0
95,0.004006529739295107,0.004006529739295107,0.0
96,0.0025419346516199247,0.0025419346516199247,0.0
97,0.0015966783897804746,0.0015966783897804746,0.0
98,0.0009929504305851082,0.0009929504305851082,0.0
99,0.0006113567966371402,0.0006113567966371402,0.0
100,8.317264793173155e-09,0.0,8.317264793173155e-09
101,1.7432577197218889e-06,0.0,1.7432577197218889e-06
102,3.657907956228983e-05,0.0,3.657907956228983e-05
103,0.00029914639230360646,0.0,0.00029914639230360646
104,0.0014598390522676274,0.0,0.0014598390522676274
105,0.005139206272356821,0.0,0.005139206272356821
106,0.014441472247136872,0.0,0.014441472247136872
107,0.03441027547473497,0.0,0.03441027547473497
108,0.0722852075975601,0.0,0.0722852075975601
109,0.13748346233560643,0.0,0.13748346233560643
110,0.2412865121301911,0.0,0.2412865121301911
111,0.39626219086253006,0.0,0.39626219086253006
112,0.6154894172244154,0.0,0.6154894172244154
113,0.9116731420136754,0.0,0.9116731420136754
114,1.296241887149029,0.0,1.296241887149029
115,1.778512589205982,0.0,1.778512589205982
116,2.364991352444405,0.0,2.364991352444405
117,3.0588580993902723,0.0,3.0588580993902723
118,3.8596613495366756,0.0,3.8596613495366756
119,4.7632290087781035,0.0,4.7632290087781035
120,5.761783803103491,0.0,5.761783803103491
121,6.844238749249729,0.0,6.844238749249729
122,7.996639096330453,0.0,7.996639096330453
123,9.202712299782991,0.0,9.202712299782991
124,10.444486295705383,0.0,10.444486295705383
125,11.702937950799974,0.0,11.702937950799974
126,12.958637329280142,0.0,12.958637329280142
127,14.192358620052708,0.0,14.192358620052708
128,15.385634554080536,0.0,15.385634554080536
129,16.521237364935075,0.0,16.521237364935075
130,17.58357537325528,0.0,17.58357537325528
131,18.558999792462465,0.0,18.558999792462465
132,19.43602115034363,0.0,19.43602115034363
133,20.20543868389474,0.0,20.20543868389474
134,20.86038915440728,0.0,20.86038915440728
135,21.396323766628505,0.0,21.396323766628505
136,21.810923323124886,0.0,21.810923323124886
137,22.103962494091544,0.0,22.103962494091544
138,22.277134240942797,0.0,22.277134240942797
139,22.333845112095464,0.0,22.333845112095464
140,22.278991442678958,0.0,22.278991442678958
141,22.118725540460154,0.0,22.118725540460154
142,21.86021982124035,0.0,21.86021982124035
143,21.51143564858648,0.0,21.51143564858648
144,21.080902401523645,0.0,21.080902401523645
145,20.577511092589802,0.0,20.577511092589802
146,20.010325727444123,0.0,20.010325727444123
147,19.38841456438258,0.0,19.38841456438258
148,18.720702515838617,0.0,18.720702515838617
149,18.015845143843215,0.0,18.015845143843215
150,17.28212404011936,0.0,17.28212404011936
151,16.527362846145067,0.0,16.527362846145067
152,15.758862752201614,0.0,15.758862752201614
153,14.983356007335866,0.0,14.983356007335866
154,14.206975762674116,0.0,14.206975762674116
155,13.435240446056095,0.0,13.435240446056095
156,12.673050813664414,0.0,12.673050813664414
157,11.924697831635127,0.0,11.924697831635127
158,11.19387959565924,0.0,11.19387959565924
159,10.483725588365928,0.0,10.483725588365928
160,9.796826692992413,0.0,9.796826692992413
161,9.135269518873459,0.0,9.135269518873459
162,8.50067374224025,0.0,8.50067374224025
163,7.894231318527875,0.0,7.894231318527875
164,7.316746574818082,0.0,7.316746574818082
165,6.768676339208279,0.0,6.768676339208279
166,6.250169404765741,0.0,6.250169404765741
167,5.761104757100545,0.0,5.761104757100545
168,5.301128114993262,0.0,5.301128114993262
169,4.869686442074368,0.0,4.869686442074368
170,4.4660601839014396,0.0,4.4660601839014396
171,4.089393068952958,0.0,4.089393068952958
172,3.7387193844022026,0.0,3.7387193844022026
173,3.4129886986356315,0.0,3.4129886986356315
174,3.1110880530947385,0.0,3.1110880530947385
175,2.8318616870107194,0.0,2.8318616870107194
176,2.5741283909019086,0.0,2.5741283909019086
177,2.3366966092652977,0.0,2.3366966092652977
178,2.1183774306683905,0.0,2.1183774306683905
179,1.9179956153526319,0.0,1.9179956153526319
180,1.7343988173687037,0.0,1.7343988173687037
181,1.5664651609883118,0.0,1.5664651609883118
182,1.413109330422038,0.0,1.413109330422038
183,1.2732873283915844,0.0,1.2732873283915844
184,1.1460000534560395,0.0,1.1460000534560395
185,1.0302958387039243,0.0,1.0302958387039243
186,0.9252720859517777,0.0,0.9252720859517777
187,0.8300761203276542,0.0,0.8300761203276542
188,0.7439053803935451,0.0,0.7439053803935451
189,0.6660070490476641,0.0,0.6660070490476641
190,0.5956772205685513,0.0,0.5956772205685513
191,0.532259689495406,0.0,0.532259689495406
192,0.4751444377207432,0.0,0.4751444377207432
193,0.42376588730538334,0.0,0.42376588730538334
194,0.3776009781857309,0.0,0.3776009781857309
195,0.33616712217766465,0.0,0.33616712217766465
196,0.29902007751771303,0.0,0.29902007751771303
197,0.2657517816312911,0.0,0.2657517816312911
198,0.23598817387588633,0.0,0.23598817387588633
199,0.20938703466042455,0.0,0.20938703466042455
